,vaccination_ratio,new_deaths_per_million,reproduction_rate,positive_rate,stringency_index
2020-05-10,0.0,0.785088888888889,0.7767441860465116,0.027562500000000014,73.98767441860464
2020-05-11,0.0,0.8289555555555557,0.7809302325581393,0.025833333333333337,71.03790697674418
2020-05-12,0.0,1.238933333333333,0.7811627906976744,0.024766666666666673,70.74720930232559
2020-05-13,0.0,1.697866666666666,0.7790697674418603,0.023433333333333337,70.62883720930235
2020-05-14,0.0,1.0348666666666668,0.7832558139534883,0.022866666666666677,70.18720930232558
2020-05-15,0.0,1.1437333333333333,0.7848837209302325,0.021833333333333337,69.88581395348835
2020-05-16,0.0,1.350622222222222,0.7874418604651161,0.021233333333333337,69.73511627906977
2020-05-17,0.0,0.7481333333333334,0.7876744186046509,0.02146875000000001,68.84162790697673
2020-05-18,0.0,0.5910888888888888,0.7872093023255813,0.019833333333333335,67.63604651162791
2020-05-19,0.0,0.7676444444444444,0.7883720930232561,0.01919354838709678,67.59302325581395
2020-05-20,0.0,0.9026444444444442,0.7900000000000001,0.018935483870967745,67.46372093023255
2020-05-21,0.0,0.7301555555555559,0.7874418604651162,0.01812903225806452,66.8825581395349
2020-05-22,0.0,0.9397333333333334,0.78953488372093,0.0177741935483871,66.3220930232558
2020-05-23,0.0,1.286111111111111,0.791860465116279,0.016393939393939398,66.32209302325582
2020-05-24,0.0,0.5322666666666666,0.7955813953488372,0.01734285714285715,66.1927906976744
2020-05-25,0.0,-0.42242222222222253,0.7988372093023258,0.015878787878787885,65.11627906976742
2020-05-26,0.0,0.8630444444444444,0.8044186046511627,0.016484848484848488,64.85790697674419
2020-05-27,0.0,0.8570222222222222,0.8137209302325582,0.016151515151515156,64.77186046511626
2020-05-28,0.0,0.6900888888888891,0.8232558139534887,0.016424242424242425,64.7074418604651
2020-05-29,0.0,0.8237111111111111,0.8283720930232555,0.016090909090909097,64.27627906976744
2020-05-30,0.0,0.5411555555555556,0.8367441860465117,0.016151515151515153,63.50116279069767
2020-05-31,0.0,0.2838222222222222,0.8497674418604654,0.016485714285714284,63.35023255813953
2020-06-01,0.0,0.38028888888888895,0.8646511627906976,0.01681818181818182,59.74325581395349
2020-06-02,0.0,0.5545777777777778,0.8788372093023257,0.01633333333333334,58.784651162790695
2020-06-03,0.0,0.5497777777777779,0.8948837209302328,0.016454545454545458,58.42095238095238
2020-06-04,0.0,0.41913333333333336,0.9120930232558139,0.016454545454545458,58.42095238095238
2020-06-05,0.0,0.6136666666666666,0.9323255813953493,0.017121212121212124,57.18642857142859
2020-06-06,0.0,0.4000444444444443,0.9469767441860465,0.017818181818181823,56.591190476190484
2020-06-07,0.0,0.25542222222222216,0.9565116279069769,0.017800000000000003,56.59119047619048
2020-06-08,0.0,0.4394444444444444,0.9655813953488372,0.01872727272727273,55.466904761904765
2020-06-09,0.0,0.4898,0.96953488372093,0.01945454545454546,55.00380952380952
2020-06-10,0.0,0.5358444444444443,0.9790697674418604,0.020212121212121216,54.5409523809524
2020-06-11,0.0,0.3443111111111111,0.9825581395348836,0.0210909090909091,54.408809523809516
2020-06-12,0.0,0.42159999999999986,0.992558139534884,0.02130303030303031,54.49690476190478
2020-06-13,0.0,0.4010666666666666,1.00953488372093,0.021909090909090913,54.298571428571435
2020-06-14,0.0,0.2909999999999999,1.0239534883720933,0.021800000000000003,54.21047619047619
2020-06-15,0.0,0.2944,1.035581395348837,0.02242424242424243,52.65666666666665
2020-06-16,0.0,0.8376444444444443,1.045813953488372,0.023060606060606063,52.65666666666665
2020-06-17,0.0,0.6551111111111112,1.0574418604651163,0.02306060606060607,51.906904761904755
2020-06-18,0.0,0.4286444444444444,1.066046511627907,0.023272727272727278,51.9952380952381
2020-06-19,0.0,0.8649777777777776,1.0669767441860467,0.02357575757575758,51.7747619047619
2020-06-20,0.0,0.3737555555555555,1.0672093023255813,0.023545454545454553,51.70857142857143
2020-06-21,0.0,0.20482222222222227,1.073720930232558,0.023171428571428575,51.16833333333334
2020-06-22,0.0,0.30671111111111105,1.0672727272727274,0.024484848484848488,49.85666666666667
2020-06-23,0.0,0.5980222222222222,1.0811363636363642,0.02448484848484849,49.889761904761905
2020-06-24,0.0,0.43342222222222226,1.0909090909090908,0.02454545454545455,49.66928571428572
2020-06-25,0.0,0.37144444444444447,1.1009090909090913,0.025090909090909094,49.7354761904762
2020-06-26,0.0,0.48915555555555557,1.098181818181818,0.025969696969696976,48.61119047619048
2020-06-27,0.0,0.3016222222222223,1.09,0.026272727272727274,48.478809523809524
2020-06-28,0.0,0.4272222222222223,1.076818181818182,0.025142857142857147,48.478809523809524
2020-06-29,0.0,0.3751333333333333,1.0629545454545453,0.026787878787878798,48.36880952380952
2020-06-30,0.0,0.5112000000000001,1.0515909090909092,0.027151515151515156,48.42380952380953
2020-07-01,0.0,0.4101555555555555,1.0395454545454546,0.027545454545454547,47.410000000000004
2020-07-02,0.0,0.5773111111111109,1.0365909090909093,0.027333333333333338,47.54238095238095
